99506,Elmendorf AFB,AK
99581,Emmonak,AK
99603,English Bay,AK
99725,Ester,AK
99701,Fairbanks,AK
99702,Fairbanks,AK
99705,Fairbanks,AK
99706,Fairbanks,AK
99707,Fairbanks,AK
99708,Fairbanks,AK
99709,Fairbanks,AK
99710,Fairbanks,AK
99711,Fairbanks,AK
99712,Fairbanks,AK
99714,Fairbanks,AK
99716,Fairbanks,AK
99767,Fairbanks,AK
99775,Fairbanks,AK
99790,Fairbanks,AK
99583,False Pass,AK
99731,Fort Greely,AK
99505,Fort Richardson,AK
99703,Fort Wainwright,AK
99740,Fort Yukon,AK
99788,Fort Yukon,AK
99603,Fritz Creek,AK
99586,Gakona,AK
99741,Galena,AK
99742,Gambell,AK
99587,Girdwood,AK
99693,Girdwood,AK
99588,Glennallen,AK
99762,Golovin,AK
99589,Goodnews Bay,AK
99590,Grayling,AK
99586,Gulkana,AK
99826,Gustavus,AK
99827,Haines,AK
99603,Halibut Cove,AK
99743,Healy,AK
99755,Healy,AK
99602,Holy Cross,AK
99603,Homer,AK
99829,Hoonah,AK
99604,Hooper Bay,AK
99605,Hope,AK
99694,Houston,AK
99745,Hughes,AK
99746,Huslia,AK
99922,Hydaburg,AK
99923,Hyder,AK
99613,Igiugig,AK
99606,Iliamna,AK
99647,Iliamna,AK
99540,Indian,AK
99801,Juneau,AK
99802,Juneau,AK
99803,Juneau,AK
99811,Juneau,AK
99812,Juneau,AK
99821,Juneau,AK
99824,Juneau,AK
99850,Juneau,AK
99830,Kake,AK
99747,Kaktovik,AK
99607,Kalskag,AK
99748,Kaltag,AK
99608,Karluk,AK
99901,Kasaan,AK
99950,Kasaan,AK
99609,Kasigluk,AK
99610,Kasilof,AK
99611,Kenai,AK
99635,Kenai,AK
99901,Ketchikan,AK
99903,Ketchikan,AK
99918,Ketchikan,AK
99919,Ketchikan,AK
99950,Ketchikan,AK
99749,Kiana,AK
99612,King Cove,AK
99549,King Salmon,AK
99613,King Salmon,AK
99614,Kipnuk,AK
99750,Kivalina,AK
99925,Klawock,AK
99751,Kobuk,AK
99615,Kodiak,AK
99619,Kodiak,AK
99697,Kodiak,AK
99606,Kokhanok,AK
99606,Kokhonak,AK
99576,Koliganek,AK
99545,Kongiganak,AK
99620,Kotlik,AK
99752,Kotzebue,AK
99753,Koyuk,AK
99754,Koyukuk,AK
99621,Kwethluk,AK
99545,Kwigillingok,AK
99622,Kwigillingok,AK
99757,Lake Minchumina,AK
99624,Larsen Bay,AK
99625,Levelock,AK
99762,Little Diomede,AK
99626,Lower Kalskag,AK
99756,Manley Hot Springs,AK
99756,Manley Springs,AK
99628,Manokotak,AK
99585,Marshall,AK
99627,Mc Grath,AK
99675,Mc Grath,AK
99691,Mc Grath,AK
99627,McGrath,AK
99629,Meadow Lake,AK
99630,Mekoryuk,AK
99780,Mentasta Lake,AK
99926,Metlakatla,AK
99903,Meyers Chuck,AK
99586,Miers Lake,AK
99758,Minto,AK
99631,Moose Pass,AK
99632,Mountain Village,AK
99633,Naknek,AK
99603,Nanwalek,AK
99634,Napakiak,AK
99559,Napaskiak,AK
99901,Naukati Bay,AK
99571,Nelson Lagoon,AK
99704,Nenana,AK
99744,Nenana,AK
99760,Nenana,AK
99636,New Stuyahok,AK
99559,Newtok,AK
99690,Nightmute,AK
99635,Nikishka,AK
99635,Nikiski,AK
99556,Nikolaevsk,AK
99691,Nikolai,AK
99638,Nikolski,AK
99639,Ninilchik,AK
99761,Noatak,AK
99762,Nome,AK
99640,Nondalton,AK
99763,Noorvik,AK
99705,North Pole,AK
99764,Northway,AK
99789,Nuiqsut,AK
99765,Nulato,AK
99666,Nunam Iqua,AK
99641,Nunapitchuk,AK
99643,Old Harbor,AK
99644,Ouzinkie,AK
99645,Palmer,AK
99647,Pedro Bay,AK
99832,Pelican,AK
99648,Perryville,AK
99833,Petersburg,AK
99649,Pilot Point,AK
99650,Pilot Station,AK
99651,Platinum,AK
99927,Point Baker,AK
99766,Point Hope,AK
99759,Point Lay,AK
99836,Port Alexander,AK
99653,Port Alsworth,AK
99603,Port Graham,AK
99549,Port Heiden,AK
99550,Port Lions,AK
99836,Prt Alexander,AK
99734,Prudhoe Bay,AK
99655,Quinhagak,AK
99767,Rampart,AK
99656,Red Devil,AK
99768,Ruby,AK
99657,Russian Mission,AK
99591,Saint George,AK
99591,Saint George Island,AK
99658,Saint Marys,AK
99659,Saint Michael,AK
99591,Saint Paul Island,AK
99660,Saint Paul Island,AK
99591,Saint Paul Isle,AK
99660,Saint Paul Isle,AK
99714,Salcha,AK
99661,Sand Point,AK
99769,Savoonga,AK
99662,Scammon Bay,AK
99770,Selawik,AK
99663,Seldovia,AK
99664,Seward,AK
99665,Shageluk,AK
99771,Shaktoolik,AK
99772,Shishmaref,AK
99773,Shungnak,AK
99835,Sitka,AK
99836,Sitka,AK
99840,Skagway,AK
99667,Skwentna,AK
99586,Slana,AK
99668,Sleetmute,AK
99669,Soldotna,AK
99670,South Naknek,AK
99812,State of Alaska,AK
99671,Stebbins,AK
99710,Steese,AK
99672,Sterling,AK
99774,Stevens Village,AK
99557,Stony River,AK
99674,Sutton,AK
99675,Takotna,AK
99676,Talkeetna,AK
99776,Tanacross,AK
99777,Tanana,AK
99677,Tatitlek,AK
99778,Teller,AK
99841,Tenakee Springs,AK
99919,Thorne Bay,AK
99678,Togiak,AK
99776,Tok,AK
99780,Tok,AK
99637,Toksook Bay,AK
99683,Trapper Creek,AK
99679,Tuluksak,AK
99680,Tuntutuliak,AK
99681,Tununak,AK
99576,Twin Hills,AK
99716,Two Rivers,AK
99682,Tyonek,AK
99684,Unalakleet,AK
99547,Unalaska,AK
99685,Unalaska,AK
99692,Unalaska,AK
99619,Uscgs,AK
99686,Valdez,AK
99781,Venetie,AK
99782,Wainwright,AK
99783,Wales,AK
99928,Ward Cove,AK
99629,Wasilla,AK
99652,Wasilla,AK
99654,Wasilla,AK
99687,Wasilla,AK
99694,Wasilla,AK
99784,White Mountain,AK
99693,Whittier,AK
99683,Willow,AK
99688,Willow,AK
99929,Wrangell,AK
99689,Yakutat,AK
36310,Abbeville,AL
36258,Abel,AL
35440,Abernant,AL
35004,Acmar,AL
35005,Adamsville,AL
35540,Addison,AL
35006,Adger,AL
35441,Akron,AL
35295,Ala Gas Corp,AL
36133,Ala Power Co,AL
36130,Ala State Govt Mail,AL
35762,Alabama A and M,AL
36523,Alabama Port,AL
35291,Alabama Power Co,AL
35292,Alabama Power Co,AL
35007,Alabaster,AL
35144,Alabaster,AL
36720,Alberta,AL
35950,Albertville,AL
35951,Albertville,AL
35073,Alden,AL
35010,Alex City,AL
35011,Alex City,AL
35010,Alexander City,AL
35011,Alexander City,AL
36250,Alexandria,AL
36191,Alfa Ins Co,AL
35442,Aliceville,AL
36451,Allen,AL
35013,Allgood,AL
36501,Alma,AL
36276,Almond,AL
35014,Alpine,AL
35015,Alton,AL
35952,Altoona,AL
36420,Andalusia,AL
36421,Andalusia,AL
35610,Anderson,AL
36721,Annemanie,AL
36201,Anniston,AL
36202,Anniston,AL
36203,Anniston,AL
36204,Anniston,AL
36205,Anniston,AL
36206,Anniston,AL
36207,Anniston,AL
36210,Anniston,AL
36558,Aquilla,AL
35016,Arab,AL
35739,Ardmore,AL
36311,Ariton,AL
35033,Arkadelphia,AL
35540,Arley,AL
35541,Arley,AL
36722,Arlington,AL
36089,Armstrong,AL
36312,Ashford,AL
36251,Ashland,AL
35953,Ashville,AL
35611,Athens,AL
35612,Athens,AL
35613,Athens,AL
35614,Athens,AL
36502,Atmore,AL
36503,Atmore,AL
36504,Atmore,AL
35954,Attalla,AL
35571,Atwood,AL
36830,Auburn,AL
36831,Auburn,AL
36832,Auburn,AL
36849,Auburn,AL
36849,Auburn University,AL
36849,Auburn Unvrsty,AL
36003,Autaugaville,AL
35222,Avondale,AL
36505,Axis,AL
35019,Baileyton,AL
36027,Bakerhill,AL
36005,Banks,AL
36061,Banks,AL
35542,Bankston,AL
36266,Barfield,AL
36558,Barlow,AL
35550,Barney,AL
36141,Bass Anglers Sports Soc,AL
36585,Bassetts Creek,AL
36316,Battens Crossroads,AL
36507,Bay Minette,AL
36509,Bayou La Batre,AL
36509,Bayou Labatre,AL
35559,Bazemore,AL
35543,Bear Creek,AL
36425,Beatrice,AL
35544,Beaverton,AL
35545,Belk,AL
36567,Bell Fountain,AL
36901,Bellamy,AL
35615,Belle Mina,AL
36313,Bellwood,AL
36785,Benton,AL
35546,Berry,AL
36353,Bertha,AL
36374,Bertha,AL
35022,Bess,AL
35020,Bessemer,AL
35021,Bessemer,AL
35022,Bessemer,AL
35023,Bessemer,AL
35570,Bexar,AL
35229,Bham,AL
35238,Bham,AL
35246,Bham,AL
35254,Bham,AL
35260,Bham,AL
35261,Bham,AL
35266,Bham,AL
35282,Bham,AL
35283,Bham,AL
35285,Bham,AL
35287,Bham,AL
35288,Bham,AL
35290,Bham,AL
35291,Bham,AL
35292,Bham,AL
35293,Bham,AL
35294,Bham,AL
35295,Bham,AL
35296,Bham,AL
35297,Bham,AL
35298,Bham,AL
35763,Big Cove,AL
36558,Bigbee,AL
36006,Billingsley,AL
35201,Birmingham,AL
35202,Birmingham,AL
35203,Birmingham,AL
35204,Birmingham,AL
35205,Birmingham,AL
35206,Birmingham,AL
35207,Birmingham,AL
35208,Birmingham,AL
35209,Birmingham,AL
35210,Birmingham,AL
35211,Birmingham,AL
35212,Birmingham,AL
35213,Birmingham,AL
35214,Birmingham,AL
35215,Birmingham,AL
35216,Birmingham,AL
35217,Birmingham,AL
35218,Birmingham,AL
35219,Birmingham,AL
35220,Birmingham,AL
35221,Birmingham,AL
35222,Birmingham,AL
35223,Birmingham,AL
35224,Birmingham,AL
35226,Birmingham,AL
35228,Birmingham,AL
35229,Birmingham,AL
35231,Birmingham,AL
35232,Birmingham,AL
35233,Birmingham,AL
35234,Birmingham,AL
35235,Birmingham,AL
35236,Birmingham,AL
35237,Birmingham,AL
35238,Birmingham,AL
35242,Birmingham,AL
35243,Birmingham,AL
35244,Birmingham,AL
35246,Birmingham,AL
35249,Birmingham,AL
35253,Birmingham,AL
35254,Birmingham,AL
35255,Birmingham,AL
35259,Birmingham,AL
35260,Birmingham,AL
35261,Birmingham,AL
35266,Birmingham,AL
35282,Birmingham,AL
35283,Birmingham,AL
35285,Birmingham,AL
35287,Birmingham,AL
35288,Birmingham,AL
35290,Birmingham,AL
35291,Birmingham,AL
35292,Birmingham,AL
35293,Birmingham,AL
35294,Birmingham,AL
35295,Birmingham,AL
35296,Birmingham,AL
35297,Birmingham,AL
35298,Birmingham,AL
35254,Birmingham Southern College,AL
36314,Black,AL
36919,Bladon Springs,AL
35073,Blossburg,AL
35079,Blount Springs,AL
35031,Blountsville,AL
35298,Blue Cross-Shield,AL
36204,Blue Mountain,AL
36017,Blue Springs,AL
35555,Bluff,AL
35226,Bluff Park,AL
35244,Bluff Park,AL
36251,Bluff Spring,AL
35956,Boaz,AL
35957,Boaz,AL
35443,Boligee,AL
36919,Bolinger,AL
36033,Bolling,AL
35032,Bon Air,AL
36511,Bon Secour,AL
36008,Booth,AL
36272,Borden Springs,AL
36723,Boykin,AL
36483,Bradley,AL
35120,Branchville,AL
36009,Brantley,AL
36272,Brdn Sprngs,AL
35033,Bremen,AL
35034,Brent,AL
36426,Brewton,AL
36427,Brewton,AL
35740,Bridgeport,AL
35035,Brierfield,AL
35020,Brighton,AL
35548,Brilliant,AL
36507,Bromley,AL
36615,Brookley Field,AL
36429,Brooklyn,AL
35036,Brookside,AL
35444,Brookwood,AL
35741,Brownsboro,AL
36010,Brundidge,AL
35958,Bryant,AL
36512,Bucks,AL
36425,Buena Vista,AL
35446,Buhl,AL
36752,Burkville,AL
36401,Burnt Corn,AL
35593,Burntout,AL
35038,Burnwell,AL
35282,Business Reply Mail,AL
36904,Butler,AL
36253,Bynum,AL
35243,Cahaba Heights,AL
35040,Calera,AL
35283,Caller Boxes,AL
36513,Calvert,AL
36726,Camden,AL
36850,Camp Hill,AL
36727,Campbell,AL
36266,Campbells Crossroads,AL
36502,Canoe,AL
35742,Capshaw,AL
35549,Carbon Hill,AL
35041,Cardiff,AL
36515,Carlton,AL
36251,Carr Mill,AL
35447,Carrollton,AL
36548,Carson,AL
36432,Castleberry,AL
36728,Catherine,AL
36013,Cecil,AL
35959,Cedar Bluff,AL
35215,Center Point,AL
35220,Center Point,AL
35235,Center Point,AL
35220,Centerpoint,AL
35235,Centerpoint,AL
36024,Central,AL
35960,Centre,AL
35042,Centreville,AL
36751,Chance,AL
36316,Chancellor,AL
36015,Chapman,AL
36560,Chastang,AL
36518,Chatom,AL
35043,Chelsea,AL
35616,Cherokee,AL
36346,Chestnut Grove,AL
36611,Chickasaw,AL
36671,Chickasaw,AL
35044,Childersburg,AL
36110,Chisolm,AL
36254,Choccolocco,AL
36258,Christiana,AL
36480,Chrysler,AL
36264,Chulafinnee,AL
36521,Chunchula,AL
36522,Citronelle,AL
36470,Claiborne,AL
35045,Clanton,AL
35046,Clanton,AL
35048,Clay,AL
36322,Clayhatchee,AL
36016,Clayton,AL
35049,Cleveland,AL
35448,Clinton,AL
36017,Clio,AL
36317,Clopton,AL
35617,Cloverdale,AL
35182,Coal City,AL
35481,Coal Fire,AL
35068,Coalburg,AL
35449,Coaling,AL
35453,Coaling,AL
35470,Coatopa,AL
35442,Cochrane,AL
36523,Coden,AL
36318,Coffee Springs,AL
36524,Coffeeville,AL
35452,Coker,AL
35961,Collinsville,AL
36142,Colonial Mortgage,AL
36319,Columbia,AL
35051,Columbiana,AL
36053,Comer,AL
35296,Compass Bank,AL
35023,Concord,AL
35052,Cook Springs,AL
35044,Coosa Pines,AL
36020,Coosada,AL
36558,Copeland,AL
35550,Cordova,AL
36278,Corinth,AL
36585,Cortelyou,AL
35453,Cottondale,AL
36851,Cottonton,AL
36859,Cottonton,AL
36320,Cottonwood,AL
35618,Courtland,AL
36321,Cowarts,AL
36435,Coy,AL
36255,Cragford,AL
35053,Crane Hill,AL
36525,Creola,AL
35213,Crestline,AL
35213,Crestline Heights,AL
35054,Cropwell,AL
35962,Crossville,AL
36907,Cuba,AL
35055,Cullman,AL
35056,Cullman,AL
35057,Cullman,AL
35058,Cullman,AL
36852,Cusseta,AL
35474,Cypress,AL
36853,Dadeville,AL
36322,Daleville,AL
36426,Damascus,AL
36108,Dannelly,AL
35619,Danville,AL
36526,Daphne,AL
36528,Dauphin Island,AL
36528,Dauphin Islnd,AL
36256,Daviston,AL
35963,Dawson,AL
36738,Dayton,AL
36257,De Armanville,AL
36022,Deatsville,AL
35601,Decatur,AL
35602,Decatur,AL
35603,Decatur,AL
35609,Decatur,AL
35699,Decatur,AL
36529,Deer Park,AL
35551,Delmar,AL
36258,Delta,AL
36732,Demopolis,AL
35293,Dept of Treas Bur Accounts,AL
35552,Detroit,AL
36276,Dickert,AL
36436,Dickinson,AL
35126,Dixiana,AL
36420,Dixie,AL
36736,Dixons Mills,AL
36426,Dixonville,AL
35060,Docena,AL
35061,Dolomite,AL
35062,Dora,AL
36301,Dothan,AL
36302,Dothan,AL
36303,Dothan,AL
36304,Dothan,AL
36305,Dothan,AL
35553,Double Springs,AL
35964,Douglas,AL
36028,Dozier,AL
35456,Duncanville,AL
35744,Dutton,AL
36426,East Brewton,AL
36427,East Brewton,AL
35903,East Gadsden,AL
36023,East Tallassee,AL
36260,Eastaboga,AL
35404,Eastside,AL
36353,Echo,AL
35457,Echola,AL
36024,Eclectic,AL
35125,Eden,AL
36261,Edwardsville,AL
36401,Egreen,AL
36613,Eight Mile,AL
36663,Eight Mile,AL
36323,Elba,AL
36530,Elberta,AL
35554,Eldridge,AL
35620,Elkmont,AL
35144,Elliotsville,AL
35144,Elliotsvl,AL
35144,Elliotsvle,AL
36025,Elmore,AL
35458,Elrod,AL
36567,Elsanor,AL
35459,Emelle,AL
35063,Empire,AL
35223,English Village,AL
35218,Ensley,AL
36330,Enterprise,AL
36331,Enterprise,AL
35042,Eoline,AL
35460,Epes,AL
36330,Eprise,AL
36331,Eprise,AL
36026,Equality,AL
36266,Erin,AL
35745,Estillfork,AL
35461,Ethelsville,AL
36027,Eufaula,AL
36072,Eufaula,AL
36340,Eunola,AL
35462,Eutaw,AL
35621,Eva,AL
36401,Evergreen,AL
36439,Excel,AL
35966,Fabius,AL
35746,Fackler,AL
36532,Fair Hope,AL
36854,Fairfax,AL
35064,Fairfield,AL
36532,Fairhope,AL
36533,Fairhope,AL
35622,Falkville,AL
36761,Farmersville,AL
36738,Faunsdale,AL
35555,Fayette,AL
36521,Fellowship,AL
35576,Fernbank,AL
36134,First Alabama Bank,AL
36258,Fishhead,AL
36029,Fitzpatrick,AL
36855,Five Points,AL
35966,Flat Rock,AL
36441,Flomaton,AL
36442,Florala,AL
35630,Florence,AL
35631,Florence,AL
35632,Florence,AL
35633,Florence,AL
35634,Florence,AL
36535,Foley,AL
36536,Foley,AL
36030,Forest Home,AL
35214,Forestdale,AL
36276,Forester Chapel,AL
36740,Forkland,AL
36031,Fort Davis,AL
36032,Fort Deposit,AL
36205,Fort Mc Clellan,AL
36205,Fort McClellan,AL
36856,Fort Mitchell,AL
36859,Fort Mitchell,AL
35967,Fort Payne,AL
35968,Fort Payne,AL
36362,Fort Rucker,AL
35463,Fosters,AL
36461,Fountain,AL
36444,Franklin,AL
36538,Frankville,AL
36445,Frisco City,AL
36539,Fruitdale,AL
36262,Fruithurst,AL
36446,Fulton,AL
35068,Fulton Springs,AL
35068,Fultondale,AL
36741,Furman,AL
35971,Fyffe,AL
35901,Gadsden,AL
35902,Gadsden,AL
35903,Gadsden,AL
35904,Gadsden,AL
35905,Gadsden,AL
35906,Gadsden,AL
35907,Gadsden,AL
36501,Gainestown,AL
36540,Gainestown,AL
35464,Gainesville,AL
35972,Gallant,AL
36742,Gallion,AL
36038,Gantt,AL
35070,Garden City,AL
35071,Gardendale,AL
36567,Gateswood,AL
35973,Gaylesville,AL
35459,Geiger,AL
36340,Geneva,AL
36521,Georgetown,AL
36033,Georgiana,AL
35974,Geraldine,AL
36251,Gibsonville,AL
36908,Gilbertown,AL
35559,Glen Allen,AL
35125,Glen City,AL
35905,Glencoe,AL
36034,Glenwood,AL
36276,Goldville,AL
35560,Goodsprings,AL
35072,Goodwater,AL
36449,Goodway,AL
35466,Gordo,AL
36343,Gordon,AL
36035,Goshen,AL
36482,Gosport,AL
36036,Grady,AL
36263,Graham,AL
36541,Grand Bay,AL
36343,Grangeburg,AL
35747,Grant,AL
35148,Gravleeton,AL
35572,Grayson,AL
35235,Grayson Valley,AL
35073,Graysville,AL
35074,Green Pond,AL
36744,Greensboro,AL
36037,Greenville,AL
36301,Grimes,AL
36451,Grove Hill,AL
35975,Groveoak,AL
35563,Guin,AL
36521,Gulf Crest,AL
36542,Gulf Shores,AL
36547,Gulf Shores,AL
36115,Gunter A F B,AL
36115,Gunter A F S,AL
36114,Gunter AFB,AL
36115,Gunter AFB,AL
36115,Gunter AFS,AL
36118,Gunter AFS,AL
36118,Gunter AFS-ECI,AL
36118,Gunter ECI,AL
35976,Guntersville,AL
35748,Gurley,AL
35564,Hackleburg,AL
36442,Hacoda,AL
36319,Haleburg,AL
35565,Haleyville,AL
35570,Hamilton,AL
35989,Hammondville,AL
35763,Hampton Cove,AL
35077,Hanceville,AL
36039,Hardaway,AL
36251,Harkins Crossroads,AL
35078,Harpersville,AL
35125,Harrisburg,AL
36344,Hartford,AL
35640,Hartselle,AL
35749,Harvest,AL
36858,Hatchechubbee,AL
35474,Havana,AL
36280,Hawk,AL
36585,Hawthorn,AL
36529,Hawthorne,AL
35079,Hayden,AL
36040,Hayneville,AL
36278,Haywood,AL
35750,Hazel Green,AL
36345,Headland,AL
36558,Healing Springs,AL
36264,Heflin,AL
35022,Helena,AL
35080,Helena,AL
35978,Henagar,AL
36523,Heron Bay,AL
35979,Higdon,AL
36344,Highbluff,AL
36266,Highland,AL
36041,Highland Home,AL
35121,Highland Lake,AL
36263,Hightower,AL
35643,Hillsboro,AL
35571,Hodges,AL
36301,Hodgesville,AL
35903,Hokes Bluff,AL
35082,Hollins,AL
36264,Hollis Crossroads,AL
35083,Holly Pond,AL
35751,Hollytree,AL
35752,Hollywood,AL
35404,Holt,AL
36859,Holy Trinity,AL
35219,Homewd,AL
35209,Homewood,AL
35219,Homewood,AL
35259,Homewood,AL
36042,Honoraville,AL
35121,Hoods Crossroads,AL
35216,Hoover,AL
35226,Hoover,AL
35236,Hoover,AL
35244,Hoover,AL
36043,Hope Hull,AL
35023,Hopewell,AL
35980,Horton,AL
35572,Houston,AL
35022,Hueytown,AL
35023,Hueytown,AL
35235,Huffman,AL
36535,Huggers Landing,AL
35801,Huntsville,AL
35802,Huntsville,AL
35803,Huntsville,AL
35804,Huntsville,AL
35805,Huntsville,AL
35806,Huntsville,AL
35807,Huntsville,AL
35808,Huntsville,AL
35809,Huntsville,AL
35810,Huntsville,AL
35811,Huntsville,AL
35812,Huntsville,AL
35813,Huntsville,AL
35814,Huntsville,AL
35815,Huntsville,AL
35816,Huntsville,AL
35824,Huntsville,AL
35893,Huntsville,AL
35894,Huntsville,AL
35895,Huntsville,AL
35896,Huntsville,AL
35897,Huntsville,AL
35898,Huntsville,AL
35899,Huntsville,AL
35895,Huntsville Utilities,AL
36860,Hurtsboro,AL
36543,Huxford,AL
36481,Hybart,AL
35768,Hytop,AL
36251,Idaho,AL
35981,Ider,AL
35124,Indian Springs,AL
35124,Indian Springs Village,AL
35124,Indn Springs Village,AL
35894,Intergraph Corporation,AL
35210,Irondale,AL
36544,Irvington,AL
35954,Ivalee,AL
36910,Jachin,AL
36346,Jack,AL
36501,Jackson,AL
36515,Jackson,AL
36545,Jackson,AL
36861,Jacksons Gap,AL
36265,Jacksonville,AL
35501,Jasper,AL
35502,Jasper,AL
35503,Jasper,AL
35504,Jasper,AL
36745,Jefferson,AL
35210,Jefferson Park,AL
35085,Jemison,AL
36749,Jones,AL
35087,Joppa,AL
36530,Josephine,AL
35573,Kansas,AL
36426,Keego,AL
35468,Kellerman,AL
36301,Kelly Springs,AL
35089,Kellyton,AL
35574,Kennedy,AL
36045,Kent,AL
35645,Killen,AL
35091,Kimberly,AL
35574,Kingville,AL
36303,Kinsey,AL
36453,Kinston,AL
35469,Knoxville,AL
36558,Koenton,AL
36863,La Nett,AL
35754,Laceys Spring,AL
36862,Laf Ayette,AL
36862,Lafayette,AL
35111,Lake View,AL
36863,Lanett,AL
36854,Langdale,AL
35755,Langston,AL
36046,Lapine,AL
36904,Lavaca,AL
36793,Lawley,AL
36310,Lawrenceville,AL
35094,Leeds,AL
35983,Leesburg,AL
35646,Leighton,AL
36505,Lemoyne,AL
36454,Lenox,AL
36548,Leroy,AL
35647,Lester,AL
36047,Letohatchee,AL
36276,Levelroad,AL
35648,Lexington,AL
35210,Liberty Highlands,AL
36420,Libertyville,AL
36549,Lillian,AL
35096,Lincoln,AL
36748,Linden,AL
36266,Lineville,AL
36910,Lisman,AL
36912,Lisman,AL
36429,Little Brooklyn,AL
36550,Little River,AL
35470,Livingston,AL
36865,Loachapoka,AL
36455,Lockhart,AL
35097,Locust Fork,AL
35098,Logan,AL
36048,Louisville,AL
36751,Low Peach Tre,AL
36751,Lower Peach Tree,AL
36752,Lowndesboro,AL
36551,Loxley,AL
36049,Luverne,AL
36751,Lwr Pch Tree,AL
35575,Lynn,AL
36273,Macedonia,AL
35756,Madison,AL
35757,Madison,AL
35758,Madison,AL
36320,Madrid,AL
36114,Mafb Gun Annx,AL
36610,Magazine,AL
36754,Magnolia,AL
36555,Magnolia Springs,AL
36556,Malcolm,AL
36278,Malone,AL
36349,Malvern,AL
36750,Maplesville,AL
36793,Maplesville,AL
36051,Marbury,AL
35112,Margaret,AL
36756,Marion,AL
36759,Marion Jct,AL
36759,Marion Junction,AL
35115,Marvel,AL
35699,Master Charge,AL
36013,Mathews,AL
36052,Mathews,AL
36112,Maxwell AFB,AL
36113,Maxwell AFB,AL
36114,Maxwell AFB Gunter Annex,AL
35114,Maylene,AL
35118,Maytown,AL
35111,Mc Calla,AL
36502,Mc Cullough,AL
36553,Mc Intosh,AL
36456,Mc Kenzie,AL
35471,Mc Shan,AL
36753,Mc Williams,AL
36502,McCullough,AL
36456,McKenzie,AL
35442,McMullen,AL
35242,Meadowbrook,AL
36457,Megargel,AL
36255,Mellow Valley,AL
36913,Melvin,AL
35984,Mentone,AL
35759,Meridianville,AL
36458,Mexia,AL
35228,Midfield,AL
36350,Midland City,AL
36053,Midway,AL
36530,Miflin,AL
36054,Millbrook,AL
36726,Millers Ferry,AL
36267,Millerville,AL
35576,Millport,AL
36558,Millry,AL
36761,Minter,AL
36601,Mobile,AL
36602,Mobile,AL
36603,Mobile,AL
36604,Mobile,AL
36605,Mobile,AL
36606,Mobile,AL
36607,Mobile,AL
36608,Mobile,AL
